CH-S|Chloral hydrate 100mg/ml|Pocral 10% 100mg/ml|포크랄시럽 100mg/ml|한림제약|한림제약|CHL000000|Chloral hydrate|
CHAR-S|Activated charcoal|Charcodote suspension 250ml|차코도트 현탁액|Pharmascience|제이텍상사|ACT000000|Activated charcoal|
CHOL-K|Cholestyramine 4g|Questran 4g|보령 퀘스트란 현탁용 산|보령제약|보령제약|CHO000000|Cholestyramine resin|
CHOLN|Choline alphoscerate 400mg|Gliatilin SC 400mg|글리아티린연질캅셀 400mg|대웅제약|대웅제약|CHO000005|Choline alphoscerate|
CILA|Cilazapril 0.5mg|Inhibase 0.5mg|제일 인히베이스 정 0.5mg|제일약품|제일약품|CIL000000|Cilazapril|
CILA2|Cilazapril 2.5mg|Inhibase 2.5mg|제일 인히베이스 정 2.5mg|제일약품|제일약품|CIL000000|Cilazapril|
CILN|Cilnidipine 5mg|Cinalong 5mg|시나롱 정 5mg|보령제약|보령제약|CIL000002|cilnidipine|
CILN1|Cilnidipine 10mg|Cinalong 10mg|시나롱 정 10mg|보령제약|보령제약|CIL000002|cilnidipine|
CILO|Cilostazol 50mg|Pletaal 50mg|프레탈 정 50mg|한국오츠카|한국오츠카|CIL000001|Cilostazol|
CIME|Cimetidine 200mg|Tagamet 200mg|타가메트 정 200mg|유한메디카|유한양행|CIM000000|Cimetidine|
CIPR|Ciprofloxacin 250mg|Citopcin 250mg|사이톱신 정 250mg|CJ|CJ|CIP000000|Ciprofloxacin|
CIPR-E|Ciprofloxacin 5ml|Ciloxan 5ml|실록산 점안액 5ml|알콘|한국알콘|CIP000000|Ciprofloxacin|
CIPR-L|Ciprobay HC Otic(R) 10ml|Ciprobay HC|한국알콘시프로바이점이현탁액 10ml/Btl|Bayer USA|한국알콘|CIP000001|Ciprofloxacin/Hydrocortisone|
CITAL|Citalopram 20mg|Cipram tab|씨프람 정 20mg|Copenhagen H.lundbeck|환인제약|CIT000000|Citalopram|
CLAR|Clarithromycin 250mg|Klaricid 250mg|클래리시드 필름코팅 정 250mg|애보트|명지약품|CLA000001|Clarithromycin|
CLAR-S|Clarithromycin 25mg/ml|Klaricid dry syr. 125mg/5ml|클래리시드 건조시럽 25mg/ml|한국애보트|명지약품|CLA000001|Clarithromycin|
CLARXL|Clarithromycin 500mg|Klaricid-XL S.R 500mg|클래리시드 엑스엘 서방정 500mg|애보트|한국애보트|CLA000001|Clarithromycin|
CLEN-S|Clenbuterol 1mcg/ml|Copan 1mcg/ml|코판 시럽 1mcg/ml|현대약품|현대약품|CLE000001|Clenbuterol|
CLIM28|Climen(R)|Climen(R)|크리멘 정|쉐링|한국쉐링|EST000002|Estradiol valerate/Cyproterone acetate|
CLM|Clindamycin 150mg|Fullgram Cap. 150mg|훌그램 캅셀 150mg|삼진제약|삼진제약|CLI000000|Clindamycin|
CLMD5|Chlormadinone 50mg|PROSTAL-L|푸로스탈엘 서방정|동아제약|동아제약|CHL000009|Chlormadinone acetate|
CLOM|Clomiphene 50mg|Clomiphene 50mg|마이팜 클로미펜 정 50mg|한국마이팜제약|한국마이팜제약|CLO000002|Clomiphene citrate|
CLOPI|Clopidogrel 75mg|Plavix 75mg|플라빅스 정 75mg|사노피신데라보코리아|사노피신데라보코리아|CLO000006|Clopidogrel|
CLOZ|Clozapine 25mg|Clozaril 25mg|클로자릴 정 25mg|한국노바티스|한국노바티스|CLO000008|Clozapine|
CLOZ10|Clozapine 100mg|Clozaril 100mg|클로자릴 정 100mg|한국노바티스|한국노바티스|CLO000008|Clozapine|
CLT-Y|Clotrimazole 100mg|Canesten 100mg|카네스텐 질정 100mg/EA|바이엘코리아|바이엘코리아|CLO000007|Clotrimazole|
CLT5-Y|Clotrimazole 500mg|Canesten1 500mg|카네스텐 질정 500mg/EA|바이엘|바이엘코리아|CLO000007|Clotrimazole|
CLTH|Chlorthalidone 25mg|Hygroton Tab 25mg|하이그로톤 정 25mg|한림제약|한림제약|CHL000016|Chlorthalidone|
CM-E|Chloramphenicol 10ml|Opticle 10ml|옵티클 점안액 10ml/EA|종근당|종근당|CHL000002|Chloramphenicol|
CMC-E|CMC sod. 2mg 0.4ml|Refresh Plus Eye drops 0.5% 0.4ml|리프레쉬플러스 점안액 0.5%|Allergan|삼일제약|CAR000003|Carboxymethylcellulose sodium|
CMC5|Rhinathiol(R) 500mg|Rhinathiol(R) 500mg|리나치올 캅셀 500mg|현대약품|현대약품|S-C000000|s-Carboxymethylcysteine|
CMPR2|Clomipramine 25mg|Clomipramine 25mg|환인 염산클로미프라민 캅셀 25mg|환인제약|환인제약|CLO000003|Clomipramine HCl|
COAP|Coaprovel(R) 150/12.5mg|Coaprovel(R) 150/12.5mg|코아프로벨정 150/12.5mg|사노피신데라보|사노피신데라보코리아|IRB000001|Irbesartan/Hydrochlorothiazide|
COAP3|Coaprovel(R) 300/12.5mg|Coaprovel(R) 300/12.5mg|코아프로벨정 300/12.5mg|사노피신데라보|사노피신데라보코리아|IRB000001|Irbesartan/Hydrochlorothiazide|
COD|Codeine 20mg|Codeine 20mg|하나 인산코데인 정 20mg|하나제약|하나제약|COD000000|Codeine phosphate|
COL-S|Colonlyte(R) 4L|Colonlyte(R) 4L|콜론라이트 산 4L/BTL|한국메디텍제약|한국메디텍제약|COL000003|Colonlyte(R)|
COLC|Colchicine 0.6mg|Colchine 0.6mg|콜킨 정 0.6mg|한국유나이티드|한국유나이티드|COL000000|Colchicine|
COM-K|Combitran(R) 13.4mg/6.49mg|Combitran(R)|콤비트란 0.2 패취|삼양사|대웅제약|EST000005|Estradiol/Norethindrone|
COMT|Comthyroid(R) 50mcg/12.5mcg|Comthyroid(R)|콤지로이드 정|부광약품|부광약품|LEV000010|Levothyroxine sod/Liothyronine sod|
CON-C|Contractubex(R) 20g|Contractubex GEL 20g/Tube|콘트락투벡스 겔 20g/Tube|MERZ|후메디칼|CON000000|Contractubex(R)|
COPI|Mypol(R)|Mypol(R)|마이폴 캅셀|성원애드콕제약|성원애드콕제약|MYP000000|Myprodol(R)|
CORI|Licovek(R) 240mg|Licovek(R)|리코벡 캅셀|광동제약|광동제약|LIC000000|Licovek(R)|
COSO-E|Cosopt(R) 5ml|Cosopt(R) 5ml|코솝 점안액 5ml/EA|엠에스디|한국엠에스디|DOR000001|Dorzolamide/Timolol|
COVAN|Codiovan 160/12.5mg|Co-Diovan Tab 160/12.5mg|코-디오반 정 160/12.5mg|노바티스|한국노바티스|VAL000005|Valsartan/Hydrochlorothiazide|
CPHE|Chlorpheniramine 2mg|Peniramin 2mg|페니라민 정 2mg|유한양행|유한양행|CHL000006|Chlorpheniramine maleate|
CPHS|Chlorphenesin 125mg|Rinlaxer 125mg|유유 린락사 정 125mg|유유산업|유유산업|CHL000005|Chlorphenesin carbamate|
CPROT|Cyproterone 50mg|Androcur 50mg|안드로쿨 정 50mg|쉐링|한국쉐링|CYP000001|Cyproterone acetate|
CR1-N|Cromoglycate nasal 2% 10ml|Clesin 2% Nasal Spray|클레신 비액 2% 10ml/병|한림제약|한림제약|CRO000000|Cromoglycate sodium|
CR5-E|Cromoglycate 5ml|Clesin 5ml|클레신 점안액 5ml/EA|한림제약|한림제약|CRO000000|Cromoglycate sodium|
CRD-S|Cephradine 25mg/ml|Broadcef 25mg/ml|브로드세프 시럽 25mg/ml|일성신약|일성신약|CEP000000|Cephradine|
CROT-O|Crotamiton oint. 10% 50g|Uracin 10% 50g/tube|유락신 연고 50g/Tube|상아제약|녹십자|CRO000002|Crotamiton|
CS|Cycloserine 250mg|Closerin 250mg|크로세린 캅셀 250mg|동아제약|동아제약|CYC000002|Cycloserine|
CSPN|Cyclosporin N 25mg|Cipol N 25mg|사이폴 엔 연질캅셀 25mg|종근당|종근당|CYC000003|Cyclosporine|
CSPN10|Cyclosporin N 100mg|Cipol N 100mg|사이폴 엔 연질캅셀 100mg|종근당|종근당|CYC000003|Cyclosporine|
CUTF-K|Cutanplast film(R)|Cutanplast film(R)|큐탄프라스트 필름|MASCIA BRUNELLI|큐탄프라스트코리아|GEL000000|Gelatin sponge absorbable|
CUTP-K|Cutanplast special(R)|Cutanplast special(R)|큐탄프라스트 스페셜|MASCIA BRUNELLI|큐탄프라스트코리아|GEL000000|Gelatin sponge absorbable|
CUTS-K|Cutanplast standard(R)|Cutanplast standard(R)|큐탄프라스트 스탠다드|MASCIA BRUNELLI|큐탄프라스트코리아|GEL000000|Gelatin sponge absorbable|
CX12-G|Chlorhexidin0.1%100ml|Hexamedine soln|헥사메딘 액 100ml/BTL|부광약품|부광약품|CHL000004|Chlorhexidine gluconate|
CXM|Cefuroxime 250mg|Zinnat 250mg|진네트 정 250mg|글락소스미스클라인|글락소스미스클라인|CEF000020|Cefuroxime|
CXP-L|Chlorhexidine 0.5% 1L|Chlorhexidine 0.5% 1L|클로르헥시딘 0.5% 1L/BTL| | |CHL000004|Chlorhexidine gluconate|
CYP-E|Cyclopentolate 1% 15ml|Cyclogyl 1% 150mg/15ml|알콘싸이크로질 1% 점안액|알콘 USA|한국알콘|CYC000000|Cyclopentolate HCl|
CYPH|Cyclophosphamide 50mg|Alkyloxan 50mg|알키록산 정 50mg|중외제약|중외제약|CYC000001|Cyclophosphamide|
CYPR|Cyproheptadine 4mg|Prohethin 4mg|푸로헤친 정 4mg|신일제약|신일제약|CYP000000|Cyproheptadine HCl|
CZ10|Chlorpromazine 100mg|Chlorpromazine 100mg|명인 염산클로르프로마진 정 100mg|명인제약|명인제약|CHL000007|Chlorpromazine HCl|
CZL-E|Cefazoline opht.10% 7ml|Cefazolin opht. 10% 7ml|세파졸린 안약 10% 7ml/EA| | |CEF000003|Cefazolin sodium|
CZP|Clonazepam 0.5mg|Rivotril 0.5mg|리보트릴 정 0.5mg|한국로슈|한국로슈|CLO000004|Clonazepam|
DAIV-C|Calcipotriol 30g|Daivonex cream 30g|다이보넥스 크림 30g/Tube|LEO Pharmaceutical products|동화약품|CAL000000|Calcipotriol|
DAIV-L|Calcipotriol 30ml|Daivonex 30ml|다이보넥스 액 30ml/BTL|LEO Pharmaceutical products|동화약품|CAL000000|Calcipotriol|
DAIV-O|Calcipotriol 30g|Daivonex 30g|다이보넥스 연고 30g/Tube|LEO Pharmaceutical products|동화약품|CAL000000|Calcipotriol|
DAN1-L|Zn.pyrithione 2% 150ml|Dangard 2% 150ml|단가드 현탁액 150ml/BTL|스티펠|한국스티펠|ZIN000001|Zinc pyrithione|
DANA|Danazol 200mg|Danocil 200mg|다노실 캅셀 200mg|한국유나이티드|한국유나이티드|DAN000000|Danazol|
DC|Doxycycline 100mg|Doryx 100mg|보령 도릭스 캅셀 100mg|보령제약|보령제약|DOX000004|Doxycycline|
DDS|Dapsone 25mg|Dapsone 25mg|태극 답손 정 25mg|태극약품|태극약품|DAP000000|Dapsone|
DEFL|Deflazacort 6mg|Calcort 6mg|캘코트 정 6mg|한독약품|아벤티스 파마|DEF000001|Deflazacort|
DES2-L|Desoxymethasone 20ml|Esperson lotion 0.25% 20ml|에스파손 로오션 0.25% 20ml/BTL|한독약품|한독약품|DES000003|Desoxymethasone|
DESG-C|Desoxymetha. gel 15G|Esperson gel 15g|에스파손 겔 0.05% 15g/Tube|한독약품|한독약품|DES000003|Desoxymethasone|
DESM|Desmopressin 0.1mg|Minirin 0.1mg|미니린 정 0.1mg|페링|한국페링|DES000001|Desmopressin acetate|
DESM-N|Desmopressin nasal 5ml|Minirin nasal spray 5ml|미니린나잘스프레이 5ml|페링|한국페링|DES000001|Desmopressin acetate|
DESM2|Desmopressin 0.2mg|Minirin 0.2mg|미니린 정 0.2mg|페링|한국페링|DES000001|Desmopressin acetate|
DESN-L|Desonide 0.05% 118ml|Desowen lotion 0.05% 118ml|데스오웬 로오숀 0.05% 118ml/BTL|Galderma|갈더마코리아|DES000002|Desonide|
DESO-C|Desoxymethasone 10g|Dethasone 10g|데타손 연고 0.25% 10g/Tube|동성제약|동성제약|DES000003|Desoxymethasone|
DEXA|Dexamethasone 0.5mg|Dexamethasone 0.5mg|유한메디카 덱사메타손 정 0.5mg|유한메디카|유한양행|DEX000000|Dexamethasone|
DEXA-L|DEXA sol. 100ml|DEXA sol. 100ml|덱사용액 100ml/BTL| | |DEX000000|Dexamethasone|
DEXT|Dextromethorphan 15mg|Romilar 15mg|러미라 정 15mg|한국로슈|한국로슈|DEX000003|Dextromethorphan HBr|
DFR-L|Desflurane 240ml|Suprane 240ml|슈프레인 액 240ml|Baxter USA|일성신약|DES000000|Desflurane|
DHEC|Dihydroergocristine 10mg|Unol 10mg|유놀 정 10mg|안국약품|안국약품|DIH000001|Dihydroergocristine methanesulfonate|
DIA-S|Dextrose 50g/100ml|Diasol S 50 50g/100ml|디아솔 에스 액 50g/100ml|태준제약|태준제약|DEX000004|Dextrose|
DIA1-S|Dextrose 100g/200ml|Diasol S 100 100g/200ml|디아솔 에스 액 100g/200ml|태준제약|태준제약|DEX000004|Dextrose|
DIA7-S|Dextrose 75g/150ml|Diasol S 75 75g/150ml|디아솔 에스 액 75g/150ml|태준제약|태준제약|DEX000004|Dextrose|
DIAV|Diavita(R)|Diavita(R)|디아비타 정|근화제약|근화제약|DIA000001|Diavita(R)|
DIC3-E|Diclofenac oph 0.3ml|Voltaren SDU oph. 0.3ml|볼타렌 에스디유 0.1% 점안액 0.3ml/EA|시바비젼|한국시바비젼|DIC000001|Diclofenac sodium|
DICL-K|Diclofenac patch 120mg| |류마스탑 플라스타 1매/EA|종근당|종근당|DIC000002|Diclofenac diethylammonium|
DIDA|Didanosine 100mg|Videx Tab.|바이덱스 정 100mg|BMS|한국비엠에스|DID000000|Didanosine|
DIDA2|Didanosine 250mg|Videx EC SR Cap.|바이덱스 EC서방형캅셀 250mg|비엠에스|한국비엠에스|DID000000|Didanosine|
DIDA4|Didanosine 400mg|Videx EC SR Cap. 400mg|바이덱스 EC서방형캅셀 400mg|비엠에스|한국비엠에스|DID000000|Didanosine|
DIET|Fludarene(R) 200mg|Fludarene(R) 200mg|후루다랜 캅셀 200mg|삼일제약|삼일제약|DIE000000|Diethylamine chromocarb|
DIF-O|Diflucortolone 10g|Nerisona 10g|네리소나 0.3% 연고 10g/Tube|한국쉐링|한국쉐링|DIF000000|Diflucortolone valerate|
DIGO|Digoxin 0.25mg|Digosin 0.25mg|디고신 정 0.25mg|한일약품|한일약품|DIG000000|Digoxin|
DIGO-S|Digoxin 0.05mg/ml|Cadef 0.05mg/ml|카데프 엘릭실 0.05mg/ml|한림제약|한림제약|DIG000000|Digoxin|
DILA|Dilazep 50mg|Comelian 50mg|부광 코멜리안 정 50mg|부광약품|부광약품|DIL000000|Dilazep HCl|
DILT|Diltiazem 30mg|Herben 30mg|헤르벤 정 30mg|한일약품|한일약품|DIL000001|Diltiazem HCl|
DILT18|Diltiazem SR 180mg|Dilteran SR 180mg|딜테란 서방캅셀 180mg|근화제약|근화제약|DIL000001|Diltiazem HCl|
DILT9|Diltiazem 90mg|Herben SR 90mg|헤르벤 서방정 90mg|한일약품|한일약품|DIL000001|Diltiazem HCl|
DIME|Dimenhydrinate 50mg|Bonaling A Tab 50mg|보나링에이 정 50mg|일양약품|일양약품|DIM000000|Dimenhydrinate|
DINO-Y|Dinoprostone 3mg|Prostin E2 3mg|프로스틴-이투 질정 3mg|파마시아코리아|파마시아코리아|DIN000000|Dinoprostone|
DINO1-Y|Dinoprostone 10mg|Propess vag. SR Tab 10mg|프로페스 질 서방정 10mg|부광약품|부광약품|DIN000000|Dinoprostone|
DIOM-K|Diomagnite 3.8g|Diogel suspension 3.8g|디오겔 현탁액|상아제약|녹십자|DIO000001|Diomagnite|
DIPY|Dipyridamole 25mg|Centermole|센타몰 정 25mg|메디카코리아|메디카코리아|DIP000002|Dipyridamole|
DIVAL|Divalproex 250mg|Depakote Tab 250mg|데파코트 정 250mg|애보트|한국애보트|VAL000001|Valproate sodium|
DIVAL5|Divalproex 500mg|Depakote Tab 500mg|데파코트 정 500mg|애보트|한국애보트|VAL000001|Valproate sodium|
DMSO-C|DMSO cream 10g|DMSO cream 10g|DMSO Cream 10g/Tube| | |DIM000001|Dimethyl sulfoxide(DMSO)|
DOLA|Dolasetron 200mg|Anzemet tab 200mg|안제메트 정 200mg|아벤티스|한독약품|DOL000000|Dolasetron Mesylate|
DOM-S|Domperidone 1mg/ml|Hamidon Suspension 1mg/ml|하미돈 현탁액 1mg/ml|코오롱제약|코오롱제약|DOM000000|Domperidone|
DOMPM|Domperidon male.10mg|Motilium M 10mg|모티리움 엠 정 10mg|한국얀센|한국얀센|DOM000000|Domperidone|
DONE|Donepezil 5mg|Aricept 5mg|아리셉트 정 5mg|대웅제약|한국에자이|DON000000|Donepezil HCl|
DONE10|Donepezil 10mg|Aricept 10mg|아리셉트 정 10mg|대웅제약|한국에자이|DON000000|Donepezil HCl|
DORZ-E|Dorzolamide 2% 5ml|Trusopt 2% 5ml|트루솝 점안액 5ml/EA|엠에스디|한국엠에스디|DOR000000|Dorzolamide|
DOXIF|Doxifluridine 100mg|Didox cap 100mg|디독스 캅셀 100mg|신풍제약|신풍제약|DOX000002|Doxifluridine|
DOXIF2|Doxifluridine 200mg|Didox cap 200mg|디독스 캅셀 200mg|신풍제약|신풍제약|DOX000002|Doxifluridine|
DOXZ4|Doxazosin 4mg|Cardura XL tab 4mg|카두라 엑스엘 서방정 4mg|한국화이자|한국화이자|DOX000001|Doxazosin|
DPH|Diphenylhydantoin100mg|Hydantoin 100mg|환인 히단토인 정 100mg|환인제약|환인제약|DIP000000|Diphenylhydantoin|
DT-F|Dura Tears(R) 3.5g|Dura Tears(R) 3.5g|듀라티얼즈 안연고 3.5g/Tube|알콘|한국알콘|LAN000000|Lanolin|
DUTA|Dutasteride 0.5mg|Avodart SC 0.5mg|아보다트연질캡슐 0.5mg|글락소스미스클라인|글락소스미스클라인|DUT000001|Dutasteride|
DUXIL|Duxil(R)|Duxil(R)|덕실 정|영진약품|영진약품|ALM000001|Almitrine bismesylate/Raubasine|
DYDR|Dydrogesterone 10mg|Duphaston 10mg|듀파스톤 정 10mg|중외제약|중외제약|DYD000000|Dydrogesterone|
DZP|Diazepam 2mg|Valium 2mg|바리움 정 2mg|한국로슈|한국로슈|DIA000002|Diazepam|
DZP5|Diazepam 5mg|Valium 5mg|바리움 정 5mg|한국로슈|한국로슈|DIA000002|Diazepam|
DZX-S|Diazoxide 50mg/ml|Proglycem|아이벡스프로글리셈현탁액 50mg/ml,30ml/병|IVAX Research,Inc. |희귀의약품센터|DIA000003|Diazoxide|
EBAS|Ebastine 10mg|Ebastel 10mg|보령 에바스텔 정 10mg|보령제약|보령제약|EBA000000|Ebastine|
ECAB-K|Ecabet sod. 1g/pkg|Gastrex granule|가스트렉스 과립|Tanabe seiyaku|제일약품|ECA000001|Ecabet sodium|
ECOL-E|Ecolicin(R) oph. 5ml|Ecolicin(R) oph. 5ml|에코리신 점안액 5ml/EA|Santen|태준제약|ERY000001|Erythromycin/Colistin|
EEDG21|Mercilon(R)|Mercilon (R)|머시론 정|오가논|한국오가논|ETH000003|Ethinylestradiol/Desogestrel|
EFAV|Efavirenz 200mg|Stocrin 200mg|스토크린 캅셀 200mg|엠에스디|한국엠에스디|EFA000000|Efavirenz|
EFEM-E|Efemoline eye drop 5ml|Efemoline eye drop|에페몰린 점안액 5ml|노바티스|한국노바티스|FLU000017|Fluorometholone/Tetrahydrozoline|
EFON|Efonidipine 40mg|Finte tab 40mg|핀테 정 40mg|상아제약|녹십자|EFO000001|Efonidipine|
EFR-L|Enflurane 250ml|Gerolan 250ml|게로란 액 250ml/BTL|중외제약|중외제약|ENF000000|Enflurane|
EGF-L|rh EGF 1mg/20ml|Recombinent hEGF soln, 1MG/20ML|이지에프 외용액 20ml/BTL|대웅제약|대웅제약|EGF000000|EGF|
EM|Erythromycin 250mg|Eryc 250mg|보령 에릭 캅셀 250mg|보령제약|보령제약|ERY000000|Erythromycin|
EM-S|Erythromycin 25mg/ml|Ilosone 25mg/ml|아이로손 시럽 25mg/ml|영진약품|영진약품|ERY000000|Erythromycin|
EM2-L|Erythromycin 2% 25ml|Stiemycin 2% 25ml|스티마이신 액 2% 25ml/BTL|스티펠|한국스티펠|ERY000000|Erythromycin|
EMB|Ethambutol 400mg|Tambutol 400mg|탐부톨 정 400mg|종근당|종근당|ETH000000|Ethambutol HCl|
EMED|Emedastine 1mg|Emedastine 1mg|레미코트 서방성 캅셀 1mg|코오롱제약|코오롱제약|EME000000|Emedastine difumarate|
ENAL|Enalapril 10mg|Enaprin 10mg|에나프린 정 10mg|종근당|종근당|ENA000000|Enalapril maleate|
ENER-K|Energen (R) powder 80g|Energen sup powd|에너젠현탁용산|삼일제약|삼일제약|ENE000001|Energen(R)|
ENSU-S|Ensure(R) V 250ml|Ensure(R) V 250ml|엔슈어 액 250ml/Can (바나나맛)|Meiji milk products|한국애보트|ENS000000|Ensure(R)|
ENTAC|Entacapone 200mg|Comtan Tab 200mg|콤탄 정 200mg|노바티스|한국노바티스|ENT000001|Entacapone|
ENTE|Vitis vinifera 50mg|Enteron 50mg|엔테론 정 50mg|사노피신데라보코리아|한림제약|VIT000002|Vitis vinifera extract|
EPI-L|Epinephrine sol 50ml|Bosmin 50ml|보스민 액 50ml/BTL|제일약품|제일약품|EPI000000|Epinephrine|
EPRS|Eperisone 50mg|Exoperin 50mg|엑소페린 정 50mg|한미약품|한미약품|EPE000000|Eperisone HCl|
ERDO|Erdosteine 300mg|Erdos 300mg|엘도스 캅셀 300mg|대웅제약|대웅제약|ERD000000|Erdosteine|
ESOME|Esomeprazole 20mg|Nexium 20mg|넥시움 정 20mg|아스트라제네카|아스트라제네카|ESO000000|Esomeprazole|
ESOME4|Esomeprazole 40mg|Nexium 40mg|넥시움 정 40mg|아스트라제네카|아스트라제네카|ESO000000|Esomeprazole|
EST-Y|Estriol 0.5mg|Estriol-ovulum Jenapharm 0.5mg|에스트리올-오부룸 제나팜 질좌제 0.5mg/EA|Amcapharm|제이텍상사|EST000008|Estriol|
EST3-K|Estradiol 3.9mg/EA|Climara patch 50|클리마라패취 50|3M|한국쉐링|EST000011|Estradiol hemihydrate|
ESTC|Estrogen conj. 0.625mg|Premarin 0.625mg|프레마린 정 0.625mg|Ayerst|한국와이어스|EST000009|Estrogen conjugated|
ESTC-C|Estrogen conj. 42.5g|Premarin|프레마린 질크림 42.5G(수)|와이어스|한국와이어스|EST000009|Estrogen conjugated|
ESTC1|Estrogen conj. 1.25mg|Premarin 1.25mg|프레마린 정 1.25mg|Ayerst|한국와이어스|EST000009|Estrogen conjugated|
ESTP|Estropipate 0.625mg|Ogen 0.625mg|오젠 정 0.625mg|파마시아|한국화이자|EST000010|Estropipate|
ESTR1|Estradiol valerate 1mg|Progynova 1mg|프로기노바 정 1mg|쉐링|한국쉐링|EST000001|Estradiol valerate|
ESTR28|Estradiol valerate|Progynova 2mg|프로기노바 정|한국쉐링|한국쉐링|EST000001|Estradiol valerate|
ESTRM|Estramustine 140mg|Estracyt Cap|에스트라시트 캅셀|Pharmacia|일동제약|EST000016|Estramustine phosphate|
ETHO|Ethosuximide 250mg|Zarontil 250mg|자론틸 연질캅셀 250mg|한국유나이티드|한국유나이티드|ETH000006|Ethosuximide|
ETIZ|Etizolam 0.5mg|Depas 0.5mg|데파스 정 0.5mg|종근당|종근당|ETI000000|Etizolam|
ETODSR|Etodolac SR 600mg|Lodine SR 600mg|건일 로딘 서방정 600mg|건일약품|건일약품|ETO000000|Etodolac(micronized)|
EUPAT|Eupatilin 60mg|Stillen|스티렌캅셀|동아제약|동아제약|EUP000001|Eupatilin|
EXEM|Exemestane 25mg|Aromasin Tab 25mg|아로마신 정 25mg|파마시아&업죤|파마시아코리아|EXE000001|Exemestane|
FAMCI|Famciclovir 250mg|Famvir 250mg|팜비어 정 250mg|Smithkline Beecham|한국노바티스|FAM000000|Famciclovir|
FAMO|Famotidine 20mg|Gaster 20mg|동아 가스터 정 20mg|동아제약|동아제약|FAM000001|Famotidine|
FC|Fludrocortisone 0.1mg|Florinef 0.1mg|플로리네프 정 0.1mg|한국비엠에스|한국비엠에스|FLU000002|Fludrocortisone acetate|
FELO|Felodipine 5mg|Splendil SR 5mg|유한 스프렌딜 지속정 5mg|유한양행|아스트라제네카|FEL000000|Felodipine|
FEN2-K|Fentanyl patch 25mcg/h|Durogesic D-trans 25mcg/h|듀로제식 디트랜스 25mcg/h|얀센|한국얀센|FEN000004|Fentanyl|
FEN5-K|Fentanyl patch 50mcg|Durogesic 50mcg|듀로제식 TTS 50mcg/h|얀센|한국얀센|FEN000004|Fentanyl|
FENP|Fenoprofen 200mg|Fenopron 200mg|페노프론 캅셀 200mg|대웅제약|대웅제약|FEN000001|Fenoprofen|
FENP6|Fenoprofen 600mg|Fenopron 600mg|페노프론 정 600mg|대웅제약|대웅제약|FEN000001|Fenoprofen|
FENV|Fenoverine 100mg|Fexadin 100mg|펙사딘 캅셀 100mg|부광약품|부광약품|FEN000003|Fenoverine|
FERAQ|Feramin Q(R)|Feramin Q Tab|훼라민 큐 정|동국제약|동국제약|27-000001|27-deoxyactein/Hypericin|
FERO|Feroba-U(R) 256mg|Feroba(R)|훼로바-유서방정|부광약품|부광약품|FER000000|Ferrous sulfate|
FERR-S|Ferrimond ACE(R)|Ferrimond ACE(R)|훼리몬드 에이스시럽|근화제약|근화제약|FER000002|Ferrous sulfate/Serine|
FEXO|Fexofenadine 120mg|Allegra 120mg|알레그라 정 120mg|한독약품|아벤티스 파마|FEX000000|Fexofenadine HCl|
FEXO18|Fexofenadine 180mg|Allegra 180mg|알레그라 정 180mg|한독약품|아벤티스 파마|FEX000000|Fexofenadine HCl|
FEXO3|Fexofenadine 30mg|Allegra 30mg|알레그라 정 30mg|한독약품|아벤티스 파마|FEX000000|Fexofenadine HCl|
FFIB16|Fenofibrate 160mg|Lipidil Supra Tab 160mg|리피딜 슈프라 정 160mg|Fournier pharma|녹십자|FEN000005|Fenofibrate|
FIBR-L|Fibrin glue 1ml|Greenplast 1ml|그린플라스트 1ml|녹십자|녹십자|GRE000000|Greenplast(R)|
FINA|Finasteride 5mg|Proscar 5mg|프로스카 정 5mg|엠에스디|한국엠에스디|FIN000000|Finasteride|
FINAS|Finasteride 1mg|Propecia 1mg|프로페시아 정 1mg|엠에스디|한국엠에스디|FIN000000|Finasteride|
FL-E|Fluorescein 0.25% 7ml|Fluorescein 0.25% 7ml|플로오레신 안약 0.25% 7ml/EA| | |FLU000005|Fluorescein|
FLAV|Flavoxate 200mg|Spagerin 200mg|제일 스파게린 정 200mg|제일약품|제일약품|FLA000000|Flavoxate HCl|
FLC2-K|Fluticasone 250mcg|Flixotide 250mcg/puff 60 dose|후릭소타이드 디스커스 250mcg|글락소스미스클라인|글락소스미스클라인|FLU000013|Fluticasone propionate|
FLCS-A|Fluticasone 50mcg/puff|Flixotide junior evohaler 50mcg/puff 120 dose|후릭소타이드주니어에보할러 50mcg|글락소스미스클라인|글락소스미스클라인|FLU000013|Fluticasone propionate|
FLCS-C|Fluticasone 10g|Cutivate cream 5mg/10g|큐티베이트 크림 10g/Tube|글락소스미스클라인|글락소스미스클라인|FLU000013|Fluticasone propionate|
FLCS-N|Fluticasone nasal 50mcg/dose,120dose|Flixonase nasal|후릭소나제코약|글락소스미스클라인|글락소스미스클라인|FLU000013|Fluticasone propionate|
FLERX|Fleroxacin 100mg|Megalocin 100mg|메가로신 정 100mg|종근당|종근당|FLE000002|Fleroxacin|
FLET-L|Fleet enema(R) 133ml|Fleet enema solution|프리트이네마|C.B. Fleet company|참제약|FLE000000|Fleet(R) enema|
FLET-S|Fleet phospho-soda 90ml|Fleet Phospho-soda 90ml|프리트포스포소다 90ml/BTL|참제약|참제약|FLE000001|Fleet(R) phospho soda|
